RBP	Gene Symbol	Chromesome	Strand	Exon Start	Exon End	Upstream Exon Start	Upstream Exon End	Downstream Exon Start	Downstream Exon End	ΔPSI	Upstream Motif Presence	Exon Motif Presence	Downstream Motif Presence	Upstream CLIP-seq Peak Presence	Exon CLIP-seq Peak Presence	Downstream CLIP-seq Peak Presence
AGGF1	SEC31A	chr4	-	83803010	83803090	83801951	83802075	83812240	83812400	-0.012	×	×	√	×	√	×
AGGF1	FAM178B	chr2	-	97544152	97544253	97543626	97543779	97559662	97559738	-0.012	×	×	×	×	√	×
AUH	FN1	chr2	-	216236831	216237047	216236631	216236738	216238044	216238134	-0.012	×	×	×	×	√	√
BCCIP	CTSB	chr8	-	11715366	11715449	11710837	11710988	11725509	11725615	-0.012	×	×	√	×	×	√
BUD13	ACAT2	chr6	+	160189542	160189660	160183950	160184085	160196201	160196339	-0.012	×	×	√	×	√	√
CSTF2	SEPP1	chr5	-	42804757	42804875	42800213	42801433	42811937	42811994	-0.012	×	×	×	√	√	×
CSTF2	NOP56	chr20	+	2638018	2638134	2637726	2637864	2638574	2639039	-0.012	×	√	×	×	×	√
DDX3X	GPX3	chr5	+	150400388	150400520	150400164	150400302	150404900	150405054	-0.012	×	√	×	√	×	×
EFTUD2	CBX3	chr7	+	26242590	26242642	26240781	26241181	26245987	26246130	-0.012	×	×	√	×	√	√
EFTUD2	HNRNPM	chr19	+	8527412	8527465	8520288	8520458	8528380	8528388	-0.012	×	×	×	×	√	√
EFTUD2	ATP5E	chr20	-	57603861	57603896	57601027	57601524	57605357	57605484	-0.012	×	×	×	×	√	√
FMR1	UBAP2L	chr1	+	154207066	154207190	154201090	154201201	154207671	154207767	-0.012	×	×	×	×	√	√
FMR1	TUFM	chr16	-	28856634	28856801	28856271	28856376	28857232	28857427	-0.012	×	√	×	×	√	×
FUBP3	ALDOA	chr16	+	30077196	30077248	30076059	30076105	30078554	30078687	-0.012	×	×	×	√	√	×
HNRNPA1	HNRNPM	chr19	+	8527412	8527465	8520288	8520458	8528380	8528388	-0.012	×	×	√	×	×	√
HNRNPU	AARS	chr16	-	70291935	70292120	70289630	70289739	70292882	70293089	-0.012	×	×	√	×	√	√
HNRNPU	HMGN1	chr21	-	40719304	40719409	40717071	40717200	40720217	40720265	-0.012	×	×	×	√	√	×
HNRNPU	RTN4	chr2	-	55201830	55201900	55200956	55201003	55209650	55209789	-0.012	×	×	×	√	√	×
IGF2BP1	ACSL3	chr2	+	223791734	223791907	223789173	223789313	223793579	223793654	-0.012	×	×	×	×	√	×
ILF3	DHRS2	chr14	+	24108035	24108213	24105575	24105981	24108387	24108565	-0.012	√	√	×	√	√	√
LARP4	OAZ1	chr19	+	2271383	2271529	2269513	2269743	2271780	2272261	-0.012	×	×	×	√	√	√
LIN28B	NCOA4	chr10	+	51580891	51580968	51580555	51580696	51581269	51581378	-0.012	×	×	×	×	√	√
LIN28B	RAB10	chr2	+	26332636	26332775	26321530	26321591	26350012	26350147	-0.012	×	×	×	×	√	×
LIN28B	EIF3K	chr19	+	39110976	39111075	39109825	39109967	39114716	39114837	-0.012	×	×	×	×	√	×
MTPAP	CIZ1	chr9	-	130940647	130940769	130939844	130940042	130940987	130941694	-0.012	×	×	×	√	√	×
NKRF	APOA1	chr11	-	116707716	116707939	116706466	116707127	116708060	116708123	-0.012	×	×	×	√	√	×
PCBP2	RPL30	chr8	-	99057170	99057310	99054872	99055003	99057574	99057627	-0.012	×	×	√	×	√	√
PPIG	RPL17	chr18	-	47018105	47018203	47017901	47017954	47018827	47018878	-0.012	×	×	×	√	×	√
PPIL4	EIF3I	chr1	+	32691771	32691884	32690010	32690076	32692003	32692131	-0.012	×	×	×	×	√	√
QKI	OAZ1	chr19	+	2271383	2271529	2269513	2269743	2271780	2272261	-0.012	×	×	×	√	√	√
RBM15	FAM178B	chr2	-	97544152	97544253	97543626	97543779	97559662	97559788	-0.012	×	×	×	√	√	×
RBM22	TRPC4AP	chr20	-	33591675	33591893	33591212	33591419	33592260	33592373	-0.012	×	√	√	×	√	√
SERBP1	RPL17	chr18	-	47017774	47017815	47017162	47017297	47017901	47017954	-0.012	×	×	×	×	×	√
SF3A3	RPL10	chrX	+	153628804	153628967	153628143	153628282	153629042	153629152	-0.012	√	×	×	√	×	√
SF3B4	ETFA	chr15	-	76584959	76585041	76584771	76584854	76587931	76588078	-0.012	√	×	×	√	×	√
SND1	MGST2	chr4	+	140599696	140599796	140587181	140587231	140616350	140616421	-0.012	√	×	×	×	√	×
SRSF1	UQCRQ	chr5	+	132202560	132202727	132202251	132202379	132203179	132203379	-0.012	√	×	×	√	√	√
SRSF1	SAT1	chrX	+	23801916	23802044	23801774	23801826	23803444	23803546	-0.012	×	×	×	×	√	√
SRSF1	EIF3I	chr1	+	32691749	32691921	32690010	32690076	32692003	32692073	-0.012	×	×	×	×	√	√
SRSF7	NAP1L1	chr12	-	76462688	76462774	76461150	76461253	76478346	76478446	-0.012	×	√	√	×	√	√
TIA1	FMO5	chr1	-	146672733	146673086	146661755	146661828	146680413	146680613	-0.012	×	√	√	√	√	√
U2AF1	SLC6A8	chrX	+	152958495	152958630	152957429	152957562	152958717	152958821	-0.012	×	×	√	√	√	√
U2AF1	SNRPC	chr6	+	34725688	34725731	34725182	34725328	34730371	34730480	-0.012	×	×	×	√	√	√
U2AF2	SENP3-EIF4A1	chr17	+	7481437	7481562	7481144	7481234	7481659	7482033	-0.012	×	√	×	√	√	√
U2AF2	MORF4L1	chr15	+	79179610	79179691	79178482	79178569	79183330	79183356	-0.012	×	×	×	√	√	√
U2AF2	HMGN3	chr6	-	79911772	79911872	79910961	79911443	79911992	79912106	-0.012	×	×	√	×	√	√
XRCC6	SERPINA3	chr14	+	95085662	95085805	95080770	95081421	95088677	95088828	-0.012	√	×	×	√	√	×
XRCC6	SERPINA3	chr14	+	95085659	95085805	95080770	95081421	95088677	95088828	-0.012	√	×	×	√	√	×
XRN2	FDPS	chr1	+	155279833	155279996	155278608	155278756	155282045	155282186	-0.012	√	×	×	√	×	×
AGGF1	DDX5	chr17	-	62496666	62496891	62496302	62496444	62498127	62498187	-0.013	×	√	×	√	√	×
AGGF1	SRRM2	chr16	+	2808993	2809048	2808470	2808548	2809140	2809173	-0.013	√	√	√	×	√	×
AGGF1	MYB	chr6	+	135511264	135511485	135510928	135511021	135513461	135513696	-0.013	×	√	√	×	√	×
AGGF1	PNISR	chr6	-	99862447	99862566	99860426	99860615	99873090	99873207	-0.013	×	√	√	×	√	×
AGGF1	NSA2	chr5	+	74069692	74069885	74066455	74066635	74072428	74072737	-0.013	×	√	×	×	√	×
AGGF1	NARS	chr18	-	55287800	55287883	55283048	55283207	55288939	55289024	-0.013	×	×	√	×	√	×
AGGF1	SNRNP70	chr19	+	49605370	49605455	49604646	49604728	49607890	49607992	-0.013	×	×	×	√	×	√
AUH	DHRS2	chr14	+	24108035	24108213	24105575	24105981	24108387	24108565	-0.013	×	×	×	×	√	×
BCCIP	NKD1	chr16	+	50647012	50647126	50642204	50642271	50655512	50655619	-0.013	√	×	×	√	×	×
BUD13	RPS16	chr19	-	39924161	39924198	39923892	39924058	39924304	39924401	-0.013	×	×	×	√	√	√
CSTF2	FN1	chr2	-	216236831	216237047	216236631	216236738	216238044	216238134	-0.013	×	×	×	×	√	√
CSTF2T	FN1	chr2	-	216236992	216237098	216236631	216236738	216238044	216238134	-0.013	×	×	×	×	√	√
EFTUD2	APOC3	chr11	+	116701208	116701353	116700630	116700656	116701488	116701612	-0.013	×	×	×	√	√	√
FTO	HSP90AA1	chr14	-	102549370	102549639	102547385	102548158	102549882	102550030	-0.013	×	×	×	×	√	×
GRSF1	MAN1A1	chr6	-	119569424	119569519	119525923	119526047	119611847	119611928	-0.013	×	×	×	×	√	×
HNRNPU	AHSG	chr3	+	186337645	186337729	186336300	186336426	186338374	186339089	-0.013	×	×	×	×	√	√
IGF2BP1	CSE1L	chr20	+	47701819	47701923	47700562	47700699	47704545	47704643	-0.013	×	×	×	×	√	×
IGF2BP1	RAB1A	chr2	-	65318116	65318212	65316072	65316204	65325104	65325200	-0.013	×	×	×	×	√	×
KHSRP	NAP1L1	chr12	-	76462688	76462774	76461150	76461253	76478346	76478446	-0.013	×	√	×	√	×	√
LIN28B	HSPD1	chr2	-	198359380	198359495	198358917	198358974	198360017	198360100	-0.013	×	×	√	×	√	×
LIN28B	FDPS	chr1	+	155279833	155279996	155278608	155278756	155282045	155282195	-0.013	×	×	×	×	√	×
LIN28B	FDPS	chr1	+	155279854	155279996	155278593	155278756	155282045	155282173	-0.013	×	×	×	×	√	×
LIN28B	COX5A	chr15	-	75221456	75221573	75219106	75219228	75230255	75230411	-0.013	×	×	×	×	√	×
LIN28B	TOMM7	chr7	-	22857618	22857667	22852589	22852804	22862295	22862410	-0.013	×	×	×	×	√	×
LSM11	DDX5	chr17	-	62496666	62496891	62495733	62496444	62498127	62498187	-0.013	×	√	×	√	√	×
LSM11	ATP5J2	chr7	-	99056769	99056886	99055812	99055978	99057708	99057846	-0.013	×	×	×	×	√	×
NKRF	FKBP10	chr17	+	39975781	39976301	39975579	39975651	39976520	39976713	-0.013	√	√	×	√	√	×
PPIG	SLC6A8	chrX	+	152958482	152958630	152957429	152957562	152958717	152958821	-0.013	×	×	×	√	√	√
PPIG	IGSF1	chrX	-	130414848	130415028	130413244	130413315	130415191	130415320	-0.013	√	×	×	√	×	×
PRPF8	RBM39	chr20	-	34317233	34317287	34312959	34313077	34317383	34317449	-0.013	√	×	√	√	√	×
RBM15	SEC11A	chr15	-	85223943	85224063	85213955	85214013	85230855	85231005	-0.013	×	×	×	×	√	√
RBM22	RPS9	chr19	+	54705354	54705477	54705027	54705149	54710143	54710330	-0.013	√	×	×	√	×	×
RBM22	CPNE1	chr20	-	34218662	34218717	34218360	34218412	34218822	34218956	-0.013	×	×	×	√	√	√
SBDS	RPL17	chr18	-	47018115	47018203	47017886	47017954	47018827	47018849	-0.013	×	×	×	×	×	√
SBDS	SNHG6	chr8	-	67834558	67834627	67834052	67834349	67837671	67837776	-0.013	×	×	×	√	×	×
SF3A3	A2M	chr12	-	9264972	9265123	9264754	9264807	9265955	9266139	-0.013	√	×	√	√	√	√
SF3B4	C17orf76-AS1	chr17	+	16342934	16343017	16342358	16342728	16343498	16343567	-0.013	√	×	×	√	√	√
SF3B4	C17orf76-AS1	chr17	+	16342841	16343017	16342640	16342728	16343498	16343567	-0.013	√	√	×	√	√	√
SF3B4	HDGF	chr1	-	156714292	156714362	156713954	156714140	156714799	156714938	-0.013	×	×	√	√	×	√
SF3B4	EIF1	chr17	+	39846000	39846193	39845152	39845321	39846339	39846872	-0.013	×	√	√	√	×	√
SRSF1	RPS9	chr19	+	54710143	54710330	54705354	54705477	54711265	54711515	-0.013	×	√	×	×	√	√
SRSF1	EIF3I	chr1	+	32692003	32692131	32690010	32690076	32694099	32694210	-0.013	×	×	×	√	√	×
SRSF7	FN1	chr2	-	216236831	216237098	216236631	216236738	216238044	216238134	-0.013	×	√	×	×	√	√
SRSF7	SRSF7	chr2	-	38976039	38976315	38975720	38975795	38976670	38976847	-0.013	×	√	×	√	√	×
SRSF7	BCL2L2-PABPN1	chr14	+	23793173	23793261	23792585	23792692	23793346	23793498	-0.013	×	×	×	×	√	√
SRSF7	MYL4	chr17	+	45291164	45291192	45286707	45286923	45297269	45297419	-0.013	×	×	×	×	×	√
SRSF9	AMBP	chr9	-	116823204	116823378	116822406	116822550	116823703	116823871	-0.013	×	×	√	×	√	√
TAF15	FMO5	chr1	-	146672733	146673086	146661755	146661828	146680413	146680613	-0.013	×	×	×	√	√	√
TAF15	RBM3	chrX	+	48434202	48434471	48433948	48434055	48434701	48434807	-0.013	√	√	×	×	√	√
TARDBP	ATP5E	chr20	-	57603861	57603896	57601027	57601524	57605357	57605484	-0.013	√	×	√	×	×	√
TIA1	AFP	chr4	+	74310709	74310839	74309063	74309161	74315051	74315184	-0.013	×	×	×	×	√	√
TROVE2	DHRS2	chr14	+	24108035	24108213	24105575	24105981	24108387	24108565	-0.013	×	×	×	×	√	×
U2AF1	RPS15A	chr16	-	18799384	18799427	18796059	18796145	18800302	18800440	-0.013	×	×	×	√	√	×
U2AF1	RPL17	chr18	-	47017774	47017815	47017162	47017297	47017901	47017954	-0.013	√	×	×	√	×	√
U2AF1	SRRM2	chr16	+	2808985	2809048	2808470	2808548	2809140	2809173	-0.013	×	×	×	×	√	√
U2AF2	GAS5	chr1	-	173833621	173833842	173833394	173833442	173834366	173834438	-0.013	×	×	√	√	√	√
U2AF2	SLC3A2	chr11	+	62650138	62650279	62649170	62649538	62650379	62650471	-0.013	×	×	×	√	√	√
U2AF2	HMGN3	chr6	-	79911785	79911872	79910961	79911443	79911992	79912106	-0.013	×	×	√	×	√	√
U2AF2	RPL17	chr18	-	47017721	47017815	47017162	47017297	47017901	47017956	-0.013	√	×	×	√	×	√
XRN2	OAZ1	chr19	+	2271383	2271529	2269513	2269743	2271780	2272261	-0.013	√	√	×	√	√	√
AGGF1	HIGD1A	chr3	-	42835648	42835767	42827519	42827654	42845927	42846010	-0.014	×	√	×	×	√	×
AGGF1	PPP2R5C	chr14	+	102252354	102252520	102229241	102229307	102323022	102323222	-0.014	×	√	×	×	√	×
AUH	AFP	chr4	+	74310709	74310839	74309063	74309161	74315051	74315184	-0.014	×	×	×	×	√	×
BUD13	UBE2V1	chr20	-	48713208	48713357	48700665	48700791	48729643	48729710	-0.014	×	×	×	×	√	√
DDX3X	UQCRQ	chr5	+	132202560	132202727	132202251	132202379	132203179	132203379	-0.014	×	√	√	√	√	×
DDX3X	GPX3	chr5	+	150400388	150400555	150400164	150400302	150404900	150405054	-0.014	×	√	×	√	×	×
DDX59	SERPINA3	chr14	+	95085662	95085805	95080770	95081421	95088677	95088828	-0.014	×	×	×	√	√	×
DDX59	SERPINA3	chr14	+	95085659	95085805	95080770	95081421	95088677	95088828	-0.014	×	×	×	√	√	×
DKC1	FN1	chr2	-	216236975	216237098	216236631	216236738	216238044	216238134	-0.014	×	×	×	×	√	√
DKC1	FN1	chr2	-	216236992	216237098	216236631	216236738	216238044	216238134	-0.014	×	×	×	×	√	√
EFTUD2	PGK1	chrX	+	77373558	77373667	77372808	77372912	77378331	77378400	-0.014	×	×	√	×	√	√
EIF3D	FN1	chr2	-	216257800	216257926	216256354	216256537	216259250	216259442	-0.014	×	×	×	×	×	√
GRWD1	TRPC4AP	chr20	-	33591675	33591841	33591212	33591419	33592260	33592373	-0.014	×	×	√	√	√	√
HNRNPK	FKBP10	chr17	+	39975781	39975927	39975506	39975651	39976520	39976713	-0.014	×	√	√	√	√	√
HNRNPU	UBR4	chr1	-	19405854	19405936	19404469	19404560	19407842	19408067	-0.014	×	×	√	√	×	√
IGF2BP1	PSMB5	chr14	-	23502805	23502883	23495066	23495584	23503892	23503936	-0.014	×	×	×	×	×	√
ILF3	CDC45	chr22	+	19502271	19502410	19496052	19496214	19504049	19504168	-0.014	√	√	√	×	×	×
KHDRBS1	C17orf76-AS1	chr17	+	16342894	16343017	16342640	16342728	16343498	16343567	-0.014	×	×	×	√	×	√
KHDRBS1	C17orf76-AS1	chr17	+	16342973	16343017	16342358	16342728	16343498	16343567	-0.014	×	×	×	√	×	√
LIN28B	EIF1	chr17	+	39846000	39846193	39845152	39845321	39846339	39846872	-0.014	×	√	×	×	√	×
LIN28B	ARPC2	chr2	+	219099074	219099120	219093460	219093573	219103386	219103573	-0.014	×	×	×	×	√	×
NKRF	FABP1	chr2	-	88425694	88425881	88422538	88424105	88427469	88427568	-0.014	×	√	×	×	√	×
NONO	ATP5B	chr12	-	57038954	57039137	57038564	57038739	57039620	57039798	-0.014	√	×	×	×	√	√
PCBP2	SEPP1	chr5	-	42804757	42804875	42800213	42801433	42811937	42811994	-0.014	√	×	×	×	√	×
PRPF8	RPS9	chr19	+	54710143	54710330	54705354	54705477	54711265	54711515	-0.014	√	×	×	√	×	√
PRPF8	RPL17	chr18	-	47017721	47017815	47017162	47017297	47017901	47017977	-0.014	√	√	×	√	√	×
PRPF8	ITIH3	chr3	+	52832233	52832289	52831832	52831946	52832981	52833107	-0.014	×	×	×	√	√	√
PTBP1	OAZ1	chr19	+	2271383	2271529	2269513	2269743	2271780	2272261	-0.014	×	×	×	√	√	√
PTBP1	HNRNPA2B1	chr7	-	26233194	26233218	26232870	26232993	26235466	26235529	-0.014	×	×	×	√	×	×
PTBP1	UBE2L3	chr22	+	21947149	21947245	21921835	21922060	21965145	21965332	-0.014	×	×	×	×	√	√
PUM2	SNHG1	chr11	-	62622359	62622575	62621990	62622023	62622895	62622960	-0.014	√	×	×	×	√	×
RBFOX2	PAH	chr12	-	103260373	103260441	103248463	103249110	103271239	103271328	-0.014	×	×	√	×	×	√
RBFOX2	ZC3H13	chr13	-	46550316	46550400	46549417	46549973	46553947	46554139	-0.014	×	×	√	×	×	√
RBM22	FAM178B	chr2	-	97559920	97559965	97559662	97559788	97560797	97560879	-0.014	√	×	√	√	×	×
RBM22	SNHG1	chr11	-	62620282	62620311	62619519	62620153	62620546	62620587	-0.014	×	×	×	√	×	×
SBDS	ATP5B	chr12	-	57038954	57039137	57038564	57038739	57039620	57039798	-0.014	×	×	×	×	×	√
SF3A3	UGDH	chr4	-	39512380	39512481	39511972	39512170	39515702	39515800	-0.014	×	×	×	√	√	×
SF3A3	SENP3-EIF4A1	chr17	+	7481437	7481562	7481144	7481234	7481659	7482033	-0.014	×	×	×	√	√	×
SF3A3	SENP3-EIF4A1	chr17	+	7481418	7481562	7481144	7481234	7481659	7482033	-0.014	×	×	×	√	√	×
SF3A3	BAX	chr19	+	49458943	49459090	49458804	49458856	49459454	49459590	-0.014	×	×	×	√	√	×
SF3B4	TMBIM1	chr2	-	219142657	219142841	219142355	219142393	219143237	219143288	-0.014	×	√	√	×	√	√
SF3B4	ATP5B	chr12	-	57038954	57039137	57038564	57038739	57039620	57039798	-0.014	×	×	×	√	×	√
SF3B4	CIRBP	chr19	+	1271138	1271245	1270926	1271035	1271327	1271466	-0.014	×	×	×	√	×	√
SRSF1	SERPINA3	chr14	+	95085659	95085805	95080770	95081421	95088677	95088828	-0.014	×	√	×	√	√	×
SRSF1	BCL2L2-PABPN1	chr14	+	23793173	23793261	23792585	23792692	23793346	23793498	-0.014	×	×	×	×	√	√
SRSF7	FN1	chr2	-	216236992	216237047	216236631	216236738	216238044	216238134	-0.014	×	×	×	×	√	√
SRSF7	PABPC1	chr8	-	101719114	101719192	101718930	101719033	101721360	101721451	-0.014	×	×	×	√	√	√
SRSF7	PABPC1	chr8	-	101719114	101719268	101718930	101719033	101721360	101721451	-0.014	×	×	×	×	√	√
TAF15	GAS5	chr1	-	173834647	173834685	173834366	173834420	173835665	173835744	-0.014	×	×	×	√	×	√
TAF15	HNRNPC	chr14	-	21679564	21679746	21679091	21679465	21679968	21680082	-0.014	×	×	×	×	√	×
TAF15	FN1	chr2	-	216236992	216237098	216236631	216236738	216238044	216238134	-0.014	×	×	×	×	√	√
TARDBP	NAP1L1	chr12	-	76462688	76462839	76461150	76461253	76467982	76468019	-0.014	×	×	√	×	√	√
U2AF1	CDK16	chrX	+	47085677	47085801	47085363	47085426	47085981	47086102	-0.014	×	×	√	√	√	√
U2AF1	SF3B1	chr2	-	198283619	198283675	198283232	198283312	198285151	198285266	-0.014	×	×	×	√	√	√
U2AF1	F2	chr11	+	46748047	46748125	46747408	46747723	46748260	46748432	-0.014	√	×	×	×	√	√
U2AF1	AMBP	chr9	-	116831978	116832025	116824956	116825038	116835204	116835306	-0.014	×	×	×	×	√	√
U2AF2	SNRPC	chr6	+	34725688	34725731	34725182	34725328	34730371	34730480	-0.014	×	×	×	√	√	√
U2AF2	P4HB	chr17	-	79813328	79813381	79813017	79813155	79817056	79817263	-0.014	×	×	√	√	×	√
U2AF2	GNG5	chr1	-	84967508	84967653	84964011	84964231	84971693	84972248	-0.014	√	×	×	×	√	√
UCHL5	ETFB	chr19	-	51856385	51856544	51853582	51853645	51857403	51857562	-0.014	×	×	×	×	√	√
XRN2	SERPINA3	chr14	+	95085531	95085598	95080772	95081421	95088677	95088828	-0.014	√	×	×	√	√	√
AGGF1	PNISR	chr6	-	99862447	99864304	99859666	99860615	99873090	99873134	-0.015	×	√	√	×	√	×
AGGF1	ILF3	chr19	+	10791021	10791119	10790491	10790603	10791694	10791806	-0.015	×	√	×	×	√	×
AUH	MDH2	chr7	+	75684147	75684316	75677478	75677544	75686727	75686811	-0.015	×	×	×	×	√	×
CPSF6	ATP5B	chr12	-	57036489	57036615	57036241	57036364	57037186	57037371	-0.015	√	×	×	×	√	√
CSTF2	SLC38A2	chr12	-	46764294	46764410	46761049	46761123	46764558	46764640	-0.015	√	×	×	×	×	√
DDX59	AMBP	chr9	-	116831978	116832186	116824956	116825038	116835204	116835306	-0.015	×	√	√	×	√	×
FASTKD2	HNRNPH1	chr5	-	179047892	179048036	179046269	179046408	179048242	179048398	-0.015	×	√	×	×	√	×
FTO	ATP5B	chr12	-	57038954	57039137	57038564	57038739	57039620	57039798	-0.015	×	×	×	×	√	√
HNRNPA1	FN1	chr2	-	216236831	216237047	216236631	216236738	216238044	216238134	-0.015	×	×	×	×	√	√
HNRNPA1	FN1	chr2	-	216236831	216237023	216236631	216236738	216238044	216238134	-0.015	×	×	×	×	√	√
HNRNPC	CBX3	chr7	+	26242160	26242229	26241312	26241446	26242590	26242642	-0.015	×	×	×	√	√	√
HNRNPU	2-Sep	chr2	+	242255836	242255970	242255319	242255397	242263630	242263656	-0.015	×	×	×	√	√	√
HNRNPU	SRSF5	chr14	+	70236653	70236759	70235898	70235968	70237183	70237257	-0.015	×	×	×	√	√	√
HNRNPU	SEPP1	chr5	-	42808252	42808468	42800920	42801433	42811937	42811994	-0.015	√	√	×	×	√	×
HNRNPU	DHRS2	chr14	+	24110430	24110520	24108967	24109104	24110874	24112428	-0.015	×	√	×	×	√	×
HNRNPUL1	SRSF5	chr14	+	70236653	70236759	70235898	70235968	70237183	70237257	-0.015	×	×	×	√	√	√
LIN28B	CP	chr3	-	148894036	148894199	148891444	148891517	148895626	148895766	-0.015	×	×	√	×	√	×
LIN28B	TUFM	chr16	-	28856634	28856801	28856256	28856376	28857232	28857427	-0.015	×	×	×	×	√	×
LIN28B	C17orf76-AS1	chr17	+	16342841	16343017	16342640	16342728	16343498	16343567	-0.015	√	×	√	√	√	×
LIN28B	RPLP0	chr12	-	120636356	120636573	120635124	120635265	120636656	120636704	-0.015	×	√	×	×	√	×
LSM11	GART	chr21	-	34903794	34903863	34903092	34903190	34904650	34904762	-0.015	×	×	×	×	×	√
NKRF	ASGR1	chr17	-	7080528	7080645	7080299	7080395	7081812	7081918	-0.015	×	×	×	×	√	√
PPIL4	HP1BP3	chr1	-	21102460	21102498	21100079	21100103	21103089	21103243	-0.015	×	×	×	×	√	√
PRPF8	PRDX2	chr19	-	12910672	12910803	12907633	12907980	12910990	12911113	-0.015	√	×	×	√	×	×
PUM2	MTCH2	chr11	-	47656223	47656286	47653205	47653263	47660250	47660357	-0.015	×	√	×	×	√	×
RBM15	MAP4	chr3	-	47917174	47917318	47913406	47913590	47918906	47919013	-0.015	×	×	×	√	√	×
RBM15	MAP4	chr3	-	47917174	47917363	47913406	47913590	47918906	47919013	-0.015	×	×	×	√	√	×
RBM22	EIF4A2	chr3	+	186505591	186505740	186505267	186505373	186506098	186506209	-0.015	×	×	×	√	√	×
RBM22	HNRNPD	chr4	-	83294598	83294930	83280623	83280792	83295271	83295314	-0.015	×	×	×	√	×	×
SBDS	RPL11	chr1	+	24021149	24021255	24020296	24020403	24022287	24022398	-0.015	×	×	×	×	√	×
SBDS	OAZ1	chr19	+	2271383	2271529	2269513	2269743	2271780	2272261	-0.015	×	×	×	×	√	×
SF3A3	OAZ1	chr19	+	2271383	2271529	2269513	2269743	2271780	2272261	-0.015	×	√	√	√	√	√
SF3A3	COL18A1	chr21	+	46907360	46907423	46906774	46906906	46908331	46908358	-0.015	√	×	×	√	√	×
